complaint_id,complaint_title,complaint_description,source,sector_id,category,sub_category,priority,urgency_score,created_at,resolved_at,status,resolution_time_days,assigned_department,assigned_officer,citizen_satisfaction,latitude,longitude,resolution_notes
GRV-2025-00412,Underground Cable Fault issue in Sector 15,A streetlight pole near Sector 15 market has fallen due to wind. It is blocking the road and is dangerous.,Web Portal,SEC-15,Streetlights,Underground Cable Fault,P2-High,0.59,2025-08-12T16:38:11,2025-08-18T23:38:11,Resolved,6,CPDL / Chandigarh Electricity Department,Er. Gurmeet Pal,5,30.754973,76.789981,Underground cable repaired
GRV-2025-00413,Litter Near Market issue in Sector 23,The area near Sector 23 market is littered with garbage every morning. Sweeper does not come regularly.,Mobile App,SEC-23,Garbage/Sanitation,Litter Near Market,P3-Medium,0.34,2025-07-12T21:52:04,2025-07-19T07:52:04,Resolved,6,MCC Public Health Department,Gurmail Singh,5,30.722278,76.747236,Illegal dump cleared
GRV-2025-00414,Broken Equipment in Park issue in Sector 16,Park lights in Sector 16 are not working for the past week. People avoid going there at night.,Web Portal,SEC-16,Parks/Trees,Broken Equipment in Park,P2-High,0.65,2025-09-27T21:34:34,,In Progress,,MCC Horticulture Department,Manjit Kaur,,30.765712,76.77077,
GRV-2025-00415,Traffic Noise at Night issue in Sector 44,Industrial machinery noise from dispensary in Sector 44 can be heard from far away at night.,Voice Call,SEC-44,Noise Pollution,Traffic Noise at Night,P4-Low,0.11,2025-10-14T10:58:07,2025-10-24T16:58:07,Resolved,10,Chandigarh Police,SI Navdeep,4,30.769342,76.805521,Complaint registered
GRV-2025-00416,Speed breaker missing near school in Sector 31,Road divider near Sector 31 primary school is broken and poses a danger to motorists. Kindly look into this on priority.,Web Portal,SEC-31,Roads,Speed Breaker Missing,P4-Low,0.22,2025-10-12T19:23:03,,Pending,,MCC Engineering Department,Er. Sukhwinder Kaur,,30.756112,76.79302,
GRV-2025-00417,Illegal Extension issue in Sector 34,Unauthorized construction is happening near house 250 in Sector 34. Work going on even at night.,Voice Call,SEC-34,Building Violation,Illegal Extension,P4-Low,0.14,2025-04-23T22:44:19,,In Progress,,MCC Town Planning Department,Manpreet Singh,,30.737615,76.797805,
GRV-2025-00418,Wedding Noise issue in Sector 51,Firecrackers are being burst in Sector 51 every night despite the ban. Action needed.,Email,SEC-51,Noise Pollution,Wedding Noise,P3-Medium,0.47,2026-01-24T14:58:36,2026-02-12T19:58:36,Resolved,19,Chandigarh Police,Insp. Balbir Singh,3,30.712544,76.81785,Police patrolling increased
GRV-2025-00419,New Connection Delay issue in Sector 25,"A major pipeline has burst near sector park in Sector 25, causing water wastage and road damage.",Web Portal,SEC-25,Water Supply,New Connection Delay,P4-Low,0.09,2025-08-28T18:10:03,2025-09-28T05:10:03,Resolved,30,MCC Public Health Department,Paramjit Kaur,3,30.708672,76.746225,Meter replaced
GRV-2025-00420,Auto Stand Blocking Road issue in Sector 50,The traffic signal near community centre in Sector 50 has not been working for 6 days. Major congestion.,Voice Call,SEC-50,Traffic,Auto Stand Blocking Road,P3-Medium,0.44,2025-11-01T07:15:17,2025-11-06T17:15:17,Resolved,5,Traffic Police Chandigarh,ASI Manjit,1,30.77892,76.778705,Speed breaker installed
GRV-2025-00421,No Water Supply issue in Sector 22,The water supply tanker has not visited Sector 22 for 7 days despite repeated requests.,Web Portal,SEC-22,Water Supply,No Water Supply,P3-Medium,0.54,2025-10-02T09:21:26,,Rejected,,MCC Public Health Department,Gurmail Singh,,30.771721,76.780286,
GRV-2025-00422,Pig Nuisance issue in Sector 54,A pack of stray dogs in Sector 54 has been attacking residents. 5 people have been bitten in the past week.,Mobile App,SEC-54,Stray Animals,Pig Nuisance,P4-Low,0.27,2025-04-22T13:56:13,2025-05-09T01:56:13,Resolved,16,Social Welfare Department Chandigarh,Baldev Singh,5,30.74013,76.819382,Animals captured and vaccinated
GRV-2025-00423,Flyover structure showing damage in Sector 42,The footpath/road at Sector 42 Sector 34 Chowk has been damaged. Senior citizens are finding it difficult to walk.,Mobile App,SEC-42,Roads,Flyover Damage,P3-Medium,0.36,2026-03-18T08:09:36,,In Progress,,MCC Engineering Department,Er. Balvinder Singh,,30.750223,76.779802,
GRV-2025-00424,Large pothole causing accidents in Sector 15,Road divider near Sector 15 community centre is broken and poses a danger to motorists. This is causing public inconvenience.,Mobile App,SEC-15,Roads,Pothole,P3-Medium,0.34,2025-07-10T17:22:05,,Rejected,,MCC Engineering Department,Jagtar Singh,,30.705691,76.796852,
GRV-2025-00425,Monkey Menace issue in Sector 20,A large group of stray dogs near Sector 20 market is attacking shoppers in the evening.,Voice Call,SEC-20,Stray Animals,Monkey Menace,P3-Medium,0.4,2026-02-04T10:28:23,,Rejected,,Social Welfare Department Chandigarh,Jagjit Singh,,30.740998,76.789971,
GRV-2025-00426,Water Tanker Not Coming issue in Sector 24,The water supply in Sector 24 Phase A area is completely disrupted. Over 5 families are affected.,Mobile App,SEC-24,Water Supply,Water Tanker Not Coming,P3-Medium,0.3,2025-12-26T15:24:10,2026-01-16T22:24:10,Resolved,21,MCC Public Health Department,Gurmail Singh,2,30.731058,76.776982,"Contamination addressed, chlorination done"
GRV-2025-00427,All Lights Off issue in Sector 23,A high-tension wire near the streetlight pole in Sector 23 is dangling. Major electrocution risk.,Mobile App,SEC-23,Streetlights,All Lights Off,P4-Low,0.06,2025-07-05T16:21:38,,Rejected,,CPDL / Chandigarh Electricity Department,SDO Pankaj,,30.738904,76.796183,
GRV-2025-00428,Sewage Smell issue in Sector 12,The sewage smell from the drain near Sector 12 Phase B is affecting the entire neighborhood.,Web Portal,SEC-12,Sewerage,Sewage Smell,P3-Medium,0.49,2025-04-02T17:50:27,2025-04-20T21:50:27,Resolved,18,MCC Public Health Department,Raju Kumar,3,30.701835,76.800689,Drain desilted and cleared
GRV-2025-00429,Short Circuit Risk issue in Sector 21,"The light pole near gurudwara, Sector 21 has rusted and is leaning dangerously. Please replace.",Web Portal,SEC-21,Streetlights,Short Circuit Risk,P4-Low,0.16,2025-11-13T14:11:53,,Pending,,CPDL / Chandigarh Electricity Department,Er. Hardeep Kaur,,30.704299,76.811597,
GRV-2025-00430,Short Circuit Risk issue in Sector 23,The streetlight near house 303 in Sector 23 is flickering and creating nuisance at night.,WhatsApp,SEC-23,Streetlights,Short Circuit Risk,P4-Low,0.27,2025-10-06T06:35:50,2025-11-20T10:35:50,Resolved,45,CPDL / Chandigarh Electricity Department,Er. Hardeep Kaur,4,30.746279,76.751569,Faulty bulb/tube replaced
GRV-2025-00431,Meter Tampered issue in Sector 2,Illegal connections taken from the pole near Sector 2 Phase A are overloading the supply.,Walk-in,SEC-02,Electricity,Meter Tampered,P3-Medium,0.48,2026-03-14T10:40:28,,Pending,,CPDL / Chandigarh Electricity Department,Rajesh Pal,,30.751113,76.78627,
GRV-2025-00432,No Water Supply issue in Sector 17,Water meter at house 813 in Sector 17 is showing incorrect reading. Bill is very high.,Web Portal,SEC-17,Water Supply,No Water Supply,P3-Medium,0.54,2025-06-19T17:01:19,,Pending,,MCC Public Health Department,Paramjit Kaur,,30.771732,76.780167,
GRV-2025-00433,Overflowing Dustbin issue in Sector 44,No sanitation worker has been assigned to our lane in Sector 44 for 8 days despite repeated calls to the helpline.,WhatsApp,SEC-44,Garbage/Sanitation,Overflowing Dustbin,P3-Medium,0.53,2025-07-15T17:11:35,2025-07-24T02:11:35,Resolved,8,MCC Public Health Department,Sandeep Verma,3,30.767607,76.795084,Illegal dump cleared
GRV-2025-00434,Road surface cracked and uneven in Sector 40,The main road in Sector 40 has developed multiple potholes near the drainage channel. Urgent repair needed.,Voice Call,SEC-40,Roads,Cracked Road Surface,P4-Low,0.22,2025-09-20T09:40:28,2025-10-29T19:40:28,Resolved,39,MCC Engineering Department,Jagtar Singh,1,30.723192,76.773651,Drainage repaired alongside road
GRV-2025-00435,Sewer Line Burst issue in Sector 50,Open sewage water near Sector 50 petrol pump is a major hygiene and health hazard.,Web Portal,SEC-50,Sewerage,Sewer Line Burst,P4-Low,0.0,2025-07-30T13:32:18,2025-08-24T00:32:18,Resolved,24,MCC Public Health Department,Sandeep Verma,3,30.772214,76.812747,Manhole cover placed
GRV-2025-00436,Road divider broken on main road in Sector 1,"There is a large Road Divider Damaged near house no. 115, Sector 1. Please take immediate action as the situation is worsening. Please repair urgently.",Web Portal,SEC-01,Roads,Road Divider Damaged,P3-Medium,0.54,2025-06-09T18:53:03,2025-07-01T01:53:03,Resolved,21,MCC Engineering Department,Er. Parveen Kumar,5,30.731233,76.798249,Road resurfacing completed
GRV-2025-00437,Illegal Dumping issue in Sector 22,People have started dumping garbage on the road near Sector 22 Phase A as there is no proper bin.,Mobile App,SEC-22,Garbage/Sanitation,Illegal Dumping,P3-Medium,0.34,2025-06-09T08:05:01,,In Progress,,MCC Public Health Department,Amarjit Kaur,,30.734994,76.790312,
GRV-2025-00438,Dead Animal Not Removed issue in Sector 15,Waste from the nearby shop is regularly dumped outside house 824 in Sector 15. Please take action.,Mobile App,SEC-15,Garbage/Sanitation,Dead Animal Not Removed,P3-Medium,0.35,2025-10-03T13:19:12,2025-10-23T17:19:12,Resolved,20,MCC Public Health Department,Gurmail Singh,4,30.762884,76.801631,Warning issued to dumper
GRV-2025-00439,Footpath Blocked issue in Sector 21,Residents of Sector 21 have parked vehicles permanently on the footpath in front of house 742.,Web Portal,SEC-21,Encroachment,Footpath Blocked,P3-Medium,0.37,2026-02-07T08:04:31,2026-02-21T12:04:31,Resolved,14,MCC Town Planning Department,Gurpreet Sandhu,2,30.763635,76.7731,Footpath restored
GRV-2025-00440,Missing manhole cover on road in Sector 40,Missing Manhole Cover has developed near the main market of Sector 40. It is creating problems for daily commuters and shopkeepers.,Voice Call,SEC-40,Roads,Missing Manhole Cover,P3-Medium,0.53,2025-09-27T07:07:21,2025-10-11T15:07:21,Resolved,14,MCC Engineering Department,Er. Harpreet Singh,4,30.700401,76.78174,Manhole cover replaced
GRV-2025-00441,High Voltage Fluctuation issue in Sector 12,The electricity bill for Sector 12 house 130 is 3x higher than usual this month with no change in usage.,Web Portal,SEC-12,Electricity,High Voltage Fluctuation,P2-High,0.56,2025-05-03T08:46:44,,Pending,,CPDL / Chandigarh Electricity Department,Rajesh Pal,,30.775188,76.761407,
GRV-2025-00442,Meter Reading Error issue in Sector 17,"Our area Sector 17 gets water for only 45 minutes a day, which is not sufficient. Please look into this.",Web Portal,SEC-17,Water Supply,Meter Reading Error,P4-Low,0.28,2026-02-03T14:11:12,2026-02-27T21:11:12,Resolved,24,MCC Public Health Department,Gurmail Singh,4,30.761316,76.764927,Water supply restored after valve repair
GRV-2025-00443,Damaged Pole issue in Sector 44,"Due to underground cable fault, the entire Sector 44 Phase C stretch has no lights.",Mobile App,SEC-44,Streetlights,Damaged Pole,P3-Medium,0.44,2025-07-22T08:28:10,2025-07-26T17:28:10,Resolved,4,CPDL / Chandigarh Electricity Department,SDO Pankaj,4,30.723478,76.806135,Pole replaced
GRV-2025-00444,Effluent in Park issue in Sector 24,"The sewer is overflowing near house 217, Sector 24. Dirty water is spreading on the road.",Voice Call,SEC-24,Sewerage,Effluent in Park,P3-Medium,0.35,2025-07-29T10:49:20,2025-08-04T11:49:20,Resolved,6,MCC Public Health Department,Sandeep Verma,4,30.757344,76.757102,Manhole cover placed
GRV-2025-00445,No Power Since Morning issue in Sector 52,The transformer near bus stop in Sector 52 is sparking and making loud noise. Dangerous situation.,Voice Call,SEC-52,Electricity,No Power Since Morning,P4-Low,0.28,2025-12-18T08:36:57,,Rejected,,CPDL / Chandigarh Electricity Department,Er. Hardeep Kaur,,30.751702,76.794571,
GRV-2025-00446,Manhole Cover Missing issue in Sector 22,Sewer line has burst in lane D of Sector 22. Sewage water is entering homes.,Walk-in,SEC-22,Sewerage,Manhole Cover Missing,P3-Medium,0.41,2025-09-15T18:15:36,,In Progress,,MCC Public Health Department,Raju Kumar,,30.701701,76.741427,
GRV-2025-00447,Flyover structure showing damage in Sector 1,A serious Flyover Damage issue exists on the road connecting Sector 1 to the adjoining sector. Heavy traffic passes through here daily.,Web Portal,SEC-01,Roads,Flyover Damage,P2-High,0.57,2025-12-06T15:17:20,2025-12-13T21:17:20,Resolved,7,MCC Engineering Department,Er. Parveen Kumar,2,30.761969,76.779505,Footpath relaid
GRV-2025-00448,Sewer Overflow issue in Sector 26,The sewage smell from the drain near Sector 26 Phase C is affecting the entire neighborhood.,Mobile App,SEC-26,Sewerage,Sewer Overflow,P2-High,0.76,2025-05-12T16:55:44,2025-05-18T23:55:44,Resolved,6,MCC Public Health Department,Raju Kumar,3,30.715293,76.812182,Sewer line repaired
GRV-2025-00449,No Lights in Toilet issue in Sector 55,The public toilet near community centre in Sector 55 is extremely dirty and has not been cleaned in days.,WhatsApp,SEC-55,Public Toilet,No Lights in Toilet,P3-Medium,0.38,2025-10-22T18:17:44,2025-10-30T21:17:44,Resolved,8,MCC Public Health Department,Amarjit Kaur,3,30.710103,76.808952,Lights fixed
GRV-2025-00450,Cockroach in Area issue in Grain Market,Children in Grain Market Phase B are falling sick due to mosquito-borne illness. Urgent fogging needed.,Voice Call,GRM,Mosquito/Vector,Cockroach in Area,P3-Medium,0.49,2025-08-20T08:16:49,,Pending,,Health Department / NHM Chandigarh,Sanjeev Kumar,,30.723699,76.746624,
GRV-2025-00451,Effluent in Park issue in Manimajra,Effluent from the nearby drain is flowing into the park in Manimajra. Park is unusable now.,Voice Call,MNJ,Sewerage,Effluent in Park,P4-Low,0.2,2025-08-18T18:12:31,2025-09-01T00:12:31,Resolved,13,MCC Public Health Department,Paramjit Kaur,4,30.760928,76.781114,Sewer line repaired
GRV-2025-00452,Heavy Vehicle in Residential issue in Sector 48,Rash driving by youngsters in Sector 48 Phase A at night is causing fear among residents.,Mobile App,SEC-48,Traffic,Heavy Vehicle in Residential,P3-Medium,0.54,2026-01-28T22:12:49,2026-02-13T02:12:49,Resolved,15,Traffic Police Chandigarh,ASI Manjit,3,30.713136,76.764572,Signal repaired
GRV-2025-00453,Water Logging issue in Sector 41,The water coming from the tap in Sector 41 is brownish in color and has a foul smell. Not fit for drinking.,Voice Call,SEC-41,Water Supply,Water Logging,P3-Medium,0.31,2025-09-08T20:22:16,,Escalated,,MCC Public Health Department,Gurmail Singh,,30.709466,76.784024,
GRV-2025-00454,Waterlogging on main road in Sector 28,"Since past 10 days, a Waterlogging on Road has been causing accidents in Sector 28 near main market. Two-wheelers are at risk.",Web Portal,SEC-28,Roads,Waterlogging on Road,P3-Medium,0.31,2025-08-01T19:12:18,,Pending,,MCC Engineering Department,Er. Sukhwinder Kaur,,30.715156,76.754132,
GRV-2025-00455,Grass Not Cut issue in Sector 36,The seating arrangement in Sector 36 park is damaged. Old people cannot sit and relax.,WhatsApp,SEC-36,Parks/Trees,Grass Not Cut,P3-Medium,0.44,2025-05-31T09:17:14,2025-06-15T16:17:14,Resolved,15,MCC Horticulture Department,Manjit Kaur,2,30.758714,76.810362,Lights repaired
GRV-2025-00456,Drainage Blockage issue in Sector 35,The manhole near Sector 35 market is open and is a serious danger to pedestrians and children.,WhatsApp,SEC-35,Sewerage,Drainage Blockage,P3-Medium,0.53,2025-09-20T15:54:58,2025-09-30T18:54:58,Resolved,10,MCC Public Health Department,Paramjit Kaur,4,30.713332,76.766572,Manhole cover placed
GRV-2025-00457,Open Defecation issue in Sector 15,The public toilet near Sector 15 primary school is in a deplorable condition. Children are at risk.,Voice Call,SEC-15,Public Toilet,Open Defecation,P3-Medium,0.45,2026-03-08T06:31:55,2026-03-18T14:31:55,Resolved,10,MCC Public Health Department,Gurmail Singh,1,30.701391,76.794404,Toilet cleaned and sanitized
GRV-2025-00458,Dog Attack issue in Manimajra,A stray bull near Manimajra chowk has been charging at vehicles. Two accidents already happened.,Mobile App,MNJ,Stray Animals,Dog Attack,P3-Medium,0.48,2026-03-14T14:42:31,,In Progress,,Social Welfare Department Chandigarh,Baldev Singh,,30.720283,76.7767,
GRV-2025-00459,Waterlogging on main road in Sector 22,Road divider near Sector 22 community centre is broken and poses a danger to motorists. Kindly look into this on priority.,Mobile App,SEC-22,Roads,Waterlogging on Road,P4-Low,0.26,2025-09-27T10:22:31,2025-10-05T14:22:31,Resolved,8,MCC Engineering Department,Jagtar Singh,4,30.777863,76.768754,Manhole cover replaced
GRV-2025-00460,Frequent Tripping issue in Sector 17,Underground cable laying in Sector 17 has been going on for months with no completion. Unattended trenches are dangerous.,Mobile App,SEC-17,Electricity,Frequent Tripping,P2-High,0.77,2025-07-02T19:17:19,,In Progress,,CPDL / Chandigarh Electricity Department,SDO Pankaj,,30.715246,76.786361,
GRV-2025-00461,Market Encroachment issue in Manimajra,Green belt near Manimajra community centre is being encroached upon for farming/construction.,Mobile App,MNJ,Encroachment,Market Encroachment,P4-Low,0.2,2025-09-17T15:39:35,2025-10-04T20:39:35,Resolved,17,MCC Town Planning Department,Gurpreet Sandhu,3,30.763983,76.741247,Footpath restored
GRV-2025-00462,Large pothole causing accidents in Sector 17,The main road in Sector 17 has developed multiple potholes near the drainage channel. Urgent repair needed.,Voice Call,SEC-17,Roads,Pothole,P3-Medium,0.33,2026-01-15T22:42:49,,In Progress,,MCC Engineering Department,Jagtar Singh,,30.74486,76.816295,
GRV-2025-00463,Firecrackers issue in Sector 15,Gym in Sector 15 starts operations at 5 AM and the noise disturbs everyone in the building.,Mobile App,SEC-15,Noise Pollution,Firecrackers,P4-Low,0.13,2026-03-03T09:57:16,,Pending,,Chandigarh Police,HC Jaswinder Kumar,,30.773616,76.787763,
GRV-2025-00464,Low Voltage issue in Sector 37,Underground cable laying in Sector 37 has been going on for months with no completion. Unattended trenches are dangerous.,Voice Call,SEC-37,Electricity,Low Voltage,P3-Medium,0.4,2025-05-17T15:05:19,,Rejected,,CPDL / Chandigarh Electricity Department,SDO Pankaj,,30.745333,76.790266,
GRV-2025-00465,New Connection Delay issue in Sector 16,Water meter at house 198 in Sector 16 is showing incorrect reading. Bill is very high.,Web Portal,SEC-16,Water Supply,New Connection Delay,P3-Medium,0.41,2025-06-29T19:29:01,,Pending,,MCC Public Health Department,Sandeep Verma,,30.773005,76.742114,
GRV-2025-00466,Short Circuit Risk issue in Sector 11,More than half the streetlights in Sector 11 are non-functional. The entire area feels unsafe after sunset.,Walk-in,SEC-11,Streetlights,Short Circuit Risk,P3-Medium,0.33,2025-11-13T20:51:48,,In Progress,,CPDL / Chandigarh Electricity Department,Rajesh Pal,,30.769993,76.776818,
GRV-2025-00467,Missed Garbage Collection issue in Sector 11,The area near Sector 11 market is littered with garbage every morning. Sweeper does not come regularly.,Mobile App,SEC-11,Garbage/Sanitation,Missed Garbage Collection,P2-High,0.58,2025-08-31T22:47:45,,Rejected,,MCC Public Health Department,Gurmail Singh,,30.704242,76.756405,
GRV-2025-00468,Contaminated Water issue in Sector 37,The water coming from the tap in Sector 37 is discolored in color and has a foul smell. Not fit for drinking.,Voice Call,SEC-37,Water Supply,Contaminated Water,P3-Medium,0.47,2025-05-02T06:09:38,,Rejected,,MCC Public Health Department,Sandeep Verma,,30.770392,76.781586,
GRV-2025-00469,Sewer Line Burst issue in Sector 17,The sewage smell from the drain near Sector 17 Phase D is affecting the entire neighborhood.,Mobile App,SEC-17,Sewerage,Sewer Line Burst,P3-Medium,0.42,2025-06-05T13:53:54,,In Progress,,MCC Public Health Department,Gurmail Singh,,30.743738,76.805735,
GRV-2025-00470,Open Defecation issue in Industrial Area Phase I,There is no water supply in the public toilet near Industrial Area Phase I market. It is unusable.,Email,IND-1,Public Toilet,Open Defecation,P3-Medium,0.49,2025-09-26T21:30:18,2025-10-09T08:30:18,Resolved,12,MCC Public Health Department,Amarjit Kaur,5,30.739437,76.793416,Toilet cleaned and sanitized
GRV-2025-00471,Bull Running Loose issue in Sector 26,Stray cattle from government school area have destroyed the vegetable gardens in Sector 26.,Web Portal,SEC-26,Stray Animals,Bull Running Loose,P3-Medium,0.45,2025-03-20T20:02:58,,Pending,,Social Welfare Department Chandigarh,Preeti Sharma,,30.772565,76.817024,
GRV-2025-00472,Underground Cable Fault issue in Timber Market,There are no streetlights in the inner lane of Timber Market. Women feel unsafe walking there at night.,Web Portal,TMK,Streetlights,Underground Cable Fault,P4-Low,0.2,2025-07-14T16:29:45,,Pending,,CPDL / Chandigarh Electricity Department,SDO Pankaj,,30.768693,76.751203,
GRV-2025-00473,Building on Green Belt issue in Sector 26,The sidewalk near Sector 26 bus stop is encroached by 5 unauthorized vendors. Commuters are affected.,Web Portal,SEC-26,Encroachment,Building on Green Belt,P4-Low,0.18,2025-10-09T18:04:02,2025-10-18T06:04:02,Resolved,8,MCC Town Planning Department,Gurpreet Sandhu,3,30.753221,76.779955,Notice issued to occupant
GRV-2025-00474,Meter Reading Error issue in Sector 22,"A major pipeline has burst near sector chowk in Sector 22, causing water wastage and road damage.",Mobile App,SEC-22,Water Supply,Meter Reading Error,P4-Low,0.01,2025-10-28T20:48:23,2025-12-13T07:48:23,Resolved,45,MCC Public Health Department,Paramjit Kaur,1,30.713925,76.748613,"Contamination addressed, chlorination done"
GRV-2025-00475,Waste Near Park issue in Sector 25,No sanitation worker has been assigned to our lane in Sector 25 for 10 days despite repeated calls to the helpline.,Web Portal,SEC-25,Garbage/Sanitation,Waste Near Park,P4-Low,0.22,2025-07-08T22:51:50,,Rejected,,MCC Public Health Department,Paramjit Kaur,,30.715384,76.786569,
GRV-2025-00476,Severe road damage near market in Sector 17,"Since past 7 days, a Road Damage has been causing accidents in Sector 17 near petrol pump. Two-wheelers are at risk.",Voice Call,SEC-17,Roads,Road Damage,P3-Medium,0.44,2025-08-20T17:22:39,2025-09-09T20:22:39,Resolved,20,MCC Engineering Department,Er. Harpreet Singh,2,30.734201,76.770089,Drainage repaired alongside road
GRV-2025-00477,All Lights Off issue in Sector 37,The streetlight near house 901 in Sector 37 is flickering and creating nuisance at night.,Mobile App,SEC-37,Streetlights,All Lights Off,P4-Low,0.07,2026-02-25T14:24:45,2026-03-20T18:00:00,Resolved,29,CPDL / Chandigarh Electricity Department,Er. Gurmeet Pal,5,30.705982,76.786028,Underground cable repaired
GRV-2025-00478,Stinky Garbage issue in Sector 39,The area near Sector 39 market is littered with garbage every morning. Sweeper does not come regularly.,Voice Call,SEC-39,Garbage/Sanitation,Stinky Garbage,P4-Low,0.1,2025-05-23T16:56:48,2025-06-02T19:56:48,Resolved,10,MCC Public Health Department,Amarjit Kaur,4,30.75871,76.813934,Dustbin replaced
GRV-2025-00479,No Water Supply issue in Sector 19,"Water pressure is very low in the lane near house 924, Sector 19. Overhead tanks are not getting filled.",Web Portal,SEC-19,Water Supply,No Water Supply,P3-Medium,0.42,2025-05-05T07:06:02,2025-05-23T16:06:02,Resolved,18,MCC Public Health Department,Sandeep Verma,4,30.734521,76.764273,Pipeline repaired
GRV-2025-00480,Water Pipe Leakage issue in Sector 3,There is no water supply in Sector 3 since 14 days. Residents are facing severe hardship.,Mobile App,SEC-03,Water Supply,Water Pipe Leakage,P1-Critical,0.88,2025-06-21T10:27:44,,Rejected,,MCC Public Health Department,Gurmail Singh,,30.734147,76.751022,
GRV-2025-00481,Missing manhole cover on road in Sector 12,The footpath/road at Sector 12 Sector 22 Chowk has been damaged. Senior citizens are finding it difficult to walk.,Web Portal,SEC-12,Roads,Missing Manhole Cover,P4-Low,0.12,2025-11-10T07:51:00,2025-12-02T08:51:00,Resolved,22,MCC Engineering Department,Er. Balvinder Singh,2,30.735084,76.762608,Repaired using hot-mix patching
GRV-2025-00482,Waterlogging on main road in Sector 23,"Near house number 350 in Sector 23, the footpath is broken and vehicles are using it as a parking space.",Mobile App,SEC-23,Roads,Waterlogging on Road,P4-Low,0.08,2025-09-03T21:45:47,2025-10-03T01:45:47,Resolved,29,MCC Engineering Department,Er. Balvinder Singh,4,30.775314,76.802417,Footpath relaid
GRV-2025-00483,Speed breaker missing near school in IT Park,Road divider near IT Park main market is broken and poses a danger to motorists. This is causing public inconvenience.,Walk-in,ITP,Roads,Speed Breaker Missing,P1-Critical,0.82,2026-02-02T22:14:19,,Escalated,,MCC Engineering Department,Er. Sukhwinder Kaur,,30.759353,76.756862,
GRV-2025-00484,Sewage on Road issue in Sector 44,"The sewer is overflowing near house 340, Sector 44. Dirty water is spreading on the road.",Web Portal,SEC-44,Sewerage,Sewage on Road,P3-Medium,0.45,2025-07-14T08:03:17,,Rejected,,MCC Public Health Department,Paramjit Kaur,,30.768366,76.770715,
GRV-2025-00485,Streetlight Not Working issue in Industrial Area Phase II,"Due to underground cable fault, the entire Industrial Area Phase II Phase D stretch has no lights.",WhatsApp,IND-2,Streetlights,Streetlight Not Working,P2-High,0.56,2025-12-18T06:58:38,,Rejected,,CPDL / Chandigarh Electricity Department,SDO Pankaj,,30.760358,76.766897,
GRV-2025-00486,Speed breaker missing near school in Sector 54,Speed Breaker Missing has developed near the main market of Sector 54. It is creating problems for daily commuters and shopkeepers.,Voice Call,SEC-54,Roads,Speed Breaker Missing,P3-Medium,0.4,2025-10-25T15:54:34,,Rejected,,MCC Engineering Department,Er. Balvinder Singh,,30.73708,76.785808,
GRV-2025-00487,Dead Animal Not Removed issue in Sector 49,The area near Sector 49 market is littered with garbage every morning. Sweeper does not come regularly.,Voice Call,SEC-49,Garbage/Sanitation,Dead Animal Not Removed,P4-Low,0.3,2025-11-29T15:21:36,,Rejected,,MCC Public Health Department,Amarjit Kaur,,30.731568,76.789244,
GRV-2025-00488,Park Lights Off issue in Sector 21,The Sector 21 sector park is being used for illegal gatherings at night. Security needed.,Mobile App,SEC-21,Parks/Trees,Park Lights Off,P3-Medium,0.41,2025-03-07T06:29:02,2025-03-21T14:29:02,Resolved,14,MCC Horticulture Department,Jasveer Singh,4,30.717427,76.744687,Water supply restored in park
GRV-2025-00489,Stagnant Water issue in Sector 21,"Stagnant water near rose garden, Sector 21 is a breeding ground for mosquitoes. No anti-larval treatment.",WhatsApp,SEC-21,Mosquito/Vector,Stagnant Water,P2-High,0.59,2025-09-20T07:14:07,2025-09-26T08:14:07,Resolved,6,Health Department / NHM Chandigarh,Dr. Navneet,4,30.768846,76.786391,Anti-larval oil applied
GRV-2025-00490,Stray Dog Menace issue in Sector 37,A pack of stray dogs in Sector 37 has been attacking residents. 4 people have been bitten in the past week.,Mobile App,SEC-37,Stray Animals,Stray Dog Menace,P3-Medium,0.33,2025-11-17T09:32:04,2025-11-27T13:32:04,Resolved,10,Social Welfare Department Chandigarh,Baldev Singh,4,30.766331,76.794481,Cattle returned to owner
GRV-2025-00491,Severe road damage near market in Sector 41,A serious Road Damage issue exists on the road connecting Sector 41 to the adjoining sector. Heavy traffic passes through here daily.,Mobile App,SEC-41,Roads,Road Damage,P3-Medium,0.46,2025-05-23T07:18:59,2025-05-30T17:18:59,Resolved,7,MCC Engineering Department,Er. Parveen Kumar,2,30.716918,76.765048,Repaired using hot-mix patching
GRV-2025-00492,Roof Jutting Out issue in Sector 51,A wall has been constructed on the public road in Sector 51 Phase B. Please remove encroachment.,Mobile App,SEC-51,Encroachment,Roof Jutting Out,P3-Medium,0.44,2026-03-19T19:34:46,,Rejected,,MCC Town Planning Department,Rajdeep Kaur,,30.709699,76.810278,
GRV-2025-00493,Large pothole causing accidents in Sector 38,"Near house number 637 in Sector 38, the footpath is broken and vehicles are using it as a parking space.",Mobile App,SEC-38,Roads,Pothole,P3-Medium,0.36,2025-11-18T17:14:29,2025-12-02T05:14:29,Resolved,13,MCC Engineering Department,Er. Parveen Kumar,4,30.735601,76.816609,Repaired using hot-mix patching
